2020:107:12:46:01  rack_temp  306.64 Kelvin, ambient_temp  299.16 Kelvin, ambient_hum   26.19 percent, frontend  298.95 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:14:26:01  rack_temp  309.28 Kelvin, ambient_temp  301.80 Kelvin, ambient_hum   31.53 percent, frontend  299.07 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:14:31:01  rack_temp  309.28 Kelvin, ambient_temp  301.69 Kelvin, ambient_hum   32.06 percent, frontend  299.09 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:14:36:01  rack_temp  309.28 Kelvin, ambient_temp  301.76 Kelvin, ambient_hum   32.20 percent, frontend  299.14 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:14:41:01  rack_temp  309.08 Kelvin, ambient_temp  301.32 Kelvin, ambient_hum   32.61 percent, frontend  299.09 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:14:46:01  rack_temp  308.88 Kelvin, ambient_temp  301.48 Kelvin, ambient_hum   33.04 percent, frontend  299.09 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:14:51:01  rack_temp  308.88 Kelvin, ambient_temp  301.57 Kelvin, ambient_hum   33.01 percent, frontend  299.09 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:14:56:01  rack_temp  308.67 Kelvin, ambient_temp  301.40 Kelvin, ambient_hum   33.07 percent, frontend  299.09 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:15:01:01  rack_temp  308.67 Kelvin, ambient_temp  301.46 Kelvin, ambient_hum   33.25 percent, frontend  299.07 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:15:06:01  rack_temp  308.67 Kelvin, ambient_temp  301.34 Kelvin, ambient_hum   33.78 percent, frontend  299.11 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:15:11:01  rack_temp  308.47 Kelvin, ambient_temp  301.53 Kelvin, ambient_hum   33.54 percent, frontend  299.13 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:15:16:01  rack_temp  308.67 Kelvin, ambient_temp  301.72 Kelvin, ambient_hum   33.16 percent, frontend  299.06 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:15:21:01  rack_temp  308.47 Kelvin, ambient_temp  301.46 Kelvin, ambient_hum   33.25 percent, frontend  299.06 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:15:26:01  rack_temp  308.47 Kelvin, ambient_temp  301.49 Kelvin, ambient_hum   32.97 percent, frontend  299.09 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:15:31:01  rack_temp  308.47 Kelvin, ambient_temp  301.69 Kelvin, ambient_hum   33.19 percent, frontend  299.04 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:15:36:01  rack_temp  308.27 Kelvin, ambient_temp  301.80 Kelvin, ambient_hum   33.27 percent, frontend  299.06 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:15:41:01  rack_temp  308.27 Kelvin, ambient_temp  301.70 Kelvin, ambient_hum   33.51 percent, frontend  299.13 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:15:46:01  rack_temp  308.47 Kelvin, ambient_temp  301.57 Kelvin, ambient_hum   33.79 percent, frontend  299.11 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:15:51:01  rack_temp  308.27 Kelvin, ambient_temp  301.46 Kelvin, ambient_hum   34.10 percent, frontend  299.09 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:15:56:01  rack_temp  308.47 Kelvin, ambient_temp  301.63 Kelvin, ambient_hum   34.50 percent, frontend  299.09 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:16:01:01  rack_temp  308.27 Kelvin, ambient_temp  301.51 Kelvin, ambient_hum   34.43 percent, frontend  299.06 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:16:06:01  rack_temp  308.07 Kelvin, ambient_temp  301.61 Kelvin, ambient_hum   34.43 percent, frontend  299.60 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:16:11:01  rack_temp  307.86 Kelvin, ambient_temp  301.49 Kelvin, ambient_hum   34.64 percent, frontend  299.46 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:16:16:01  rack_temp  307.86 Kelvin, ambient_temp  301.44 Kelvin, ambient_hum   34.67 percent, frontend  299.27 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:16:21:01  rack_temp  308.07 Kelvin, ambient_temp  301.38 Kelvin, ambient_hum   34.85 percent, frontend  299.23 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:16:26:01  rack_temp  308.07 Kelvin, ambient_temp  301.38 Kelvin, ambient_hum   35.10 percent, frontend  299.18 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:16:31:01  rack_temp  308.07 Kelvin, ambient_temp  301.57 Kelvin, ambient_hum   34.79 percent, frontend  299.13 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:16:36:01  rack_temp  308.07 Kelvin, ambient_temp  301.53 Kelvin, ambient_hum   34.82 percent, frontend  299.13 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:16:41:01  rack_temp  308.07 Kelvin, ambient_temp  301.49 Kelvin, ambient_hum   34.82 percent, frontend  299.09 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:16:46:01  rack_temp  307.86 Kelvin, ambient_temp  301.29 Kelvin, ambient_hum   34.95 percent, frontend  299.07 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:16:51:01  rack_temp  308.07 Kelvin, ambient_temp  301.36 Kelvin, ambient_hum   35.06 percent, frontend  299.09 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:16:56:01  rack_temp  307.86 Kelvin, ambient_temp  301.36 Kelvin, ambient_hum   35.27 percent, frontend  299.02 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:17:01:01  rack_temp  307.86 Kelvin, ambient_temp  301.00 Kelvin, ambient_hum   35.44 percent, frontend  299.11 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:17:06:01  rack_temp  308.07 Kelvin, ambient_temp  300.99 Kelvin, ambient_hum   35.40 percent, frontend  299.07 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:17:11:01  rack_temp  307.86 Kelvin, ambient_temp  300.84 Kelvin, ambient_hum   35.82 percent, frontend  299.07 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:17:16:01  rack_temp  307.86 Kelvin, ambient_temp  300.61 Kelvin, ambient_hum   36.20 percent, frontend  299.09 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:17:21:01  rack_temp  307.86 Kelvin, ambient_temp  300.71 Kelvin, ambient_hum   36.39 percent, frontend  299.06 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:17:26:01  rack_temp  307.86 Kelvin, ambient_temp  300.47 Kelvin, ambient_hum   36.23 percent, frontend  299.02 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:17:31:01  rack_temp  307.66 Kelvin, ambient_temp  300.56 Kelvin, ambient_hum   36.81 percent, frontend  299.04 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:17:36:01  rack_temp  307.66 Kelvin, ambient_temp  300.41 Kelvin, ambient_hum   37.12 percent, frontend  299.02 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:17:41:01  rack_temp  307.66 Kelvin, ambient_temp  300.23 Kelvin, ambient_hum   37.69 percent, frontend  299.09 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:17:46:01  rack_temp  307.66 Kelvin, ambient_temp  300.19 Kelvin, ambient_hum   37.72 percent, frontend  299.04 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:17:51:01  rack_temp  307.66 Kelvin, ambient_temp  300.12 Kelvin, ambient_hum   38.04 percent, frontend  299.04 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:17:56:01  rack_temp  307.46 Kelvin, ambient_temp  300.01 Kelvin, ambient_hum   38.14 percent, frontend  299.02 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:18:01:01  rack_temp  307.25 Kelvin, ambient_temp  299.85 Kelvin, ambient_hum   38.39 percent, frontend  299.00 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:18:06:01  rack_temp  307.05 Kelvin, ambient_temp  299.71 Kelvin, ambient_hum   38.77 percent, frontend  298.99 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:18:11:01  rack_temp  307.25 Kelvin, ambient_temp  299.81 Kelvin, ambient_hum   38.60 percent, frontend  299.02 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:18:16:01  rack_temp  307.46 Kelvin, ambient_temp  299.67 Kelvin, ambient_hum   38.74 percent, frontend  298.99 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:18:21:01  rack_temp  307.05 Kelvin, ambient_temp  299.69 Kelvin, ambient_hum   38.88 percent, frontend  299.00 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:18:26:01  rack_temp  307.05 Kelvin, ambient_temp  299.42 Kelvin, ambient_hum   38.94 percent, frontend  298.97 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:18:31:01  rack_temp  306.85 Kelvin, ambient_temp  299.23 Kelvin, ambient_hum   39.87 percent, frontend  298.85 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:18:36:01  rack_temp  306.85 Kelvin, ambient_temp  299.02 Kelvin, ambient_hum   40.25 percent, frontend  299.00 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:18:41:01  rack_temp  306.85 Kelvin, ambient_temp  298.90 Kelvin, ambient_hum   40.43 percent, frontend  299.04 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:18:46:01  rack_temp  306.85 Kelvin, ambient_temp  298.67 Kelvin, ambient_hum   41.17 percent, frontend  298.93 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:18:51:01  rack_temp  306.85 Kelvin, ambient_temp  298.42 Kelvin, ambient_hum   41.88 percent, frontend  298.99 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:18:56:01  rack_temp  306.64 Kelvin, ambient_temp  298.31 Kelvin, ambient_hum   42.42 percent, frontend  299.02 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:19:01:01  rack_temp  306.44 Kelvin, ambient_temp  298.55 Kelvin, ambient_hum   42.58 percent, frontend  298.95 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:19:06:01  rack_temp  306.44 Kelvin, ambient_temp  298.30 Kelvin, ambient_hum   43.07 percent, frontend  298.93 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:19:11:01  rack_temp  306.24 Kelvin, ambient_temp  298.15 Kelvin, ambient_hum   43.57 percent, frontend  298.99 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:19:16:01  rack_temp  306.24 Kelvin, ambient_temp  297.88 Kelvin, ambient_hum   43.48 percent, frontend  298.95 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:19:21:01  rack_temp  306.24 Kelvin, ambient_temp  297.46 Kelvin, ambient_hum   43.90 percent, frontend  298.90 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:19:26:01  rack_temp  306.03 Kelvin, ambient_temp  297.28 Kelvin, ambient_hum   44.14 percent, frontend  298.90 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:19:31:01  rack_temp  306.03 Kelvin, ambient_temp  296.99 Kelvin, ambient_hum   45.10 percent, frontend  298.97 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:19:36:01  rack_temp  305.83 Kelvin, ambient_temp  296.65 Kelvin, ambient_hum   45.85 percent, frontend  298.92 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:19:41:01  rack_temp  305.63 Kelvin, ambient_temp  296.55 Kelvin, ambient_hum   45.88 percent, frontend  298.90 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:19:46:01  rack_temp  305.63 Kelvin, ambient_temp  296.17 Kelvin, ambient_hum   46.98 percent, frontend  298.92 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:19:51:01  rack_temp  305.42 Kelvin, ambient_temp  295.77 Kelvin, ambient_hum   48.41 percent, frontend  298.86 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:19:56:01  rack_temp  305.63 Kelvin, ambient_temp  295.81 Kelvin, ambient_hum   49.68 percent, frontend  298.93 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:20:01:01  rack_temp  305.22 Kelvin, ambient_temp  296.03 Kelvin, ambient_hum   50.13 percent, frontend  298.95 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:20:06:01  rack_temp  305.22 Kelvin, ambient_temp  295.97 Kelvin, ambient_hum   50.45 percent, frontend  298.95 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:20:11:01  rack_temp  305.22 Kelvin, ambient_temp  296.06 Kelvin, ambient_hum   50.35 percent, frontend  298.83 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:20:16:01  rack_temp  305.02 Kelvin, ambient_temp  296.43 Kelvin, ambient_hum   48.63 percent, frontend  298.90 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:20:21:01  rack_temp  305.02 Kelvin, ambient_temp  296.75 Kelvin, ambient_hum   48.06 percent, frontend  298.86 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:20:26:01  rack_temp  304.81 Kelvin, ambient_temp  297.04 Kelvin, ambient_hum   47.03 percent, frontend  298.81 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:20:31:01  rack_temp  304.81 Kelvin, ambient_temp  297.13 Kelvin, ambient_hum   46.56 percent, frontend  298.83 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:20:36:01  rack_temp  304.61 Kelvin, ambient_temp  297.20 Kelvin, ambient_hum   46.38 percent, frontend  298.81 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:20:41:01  rack_temp  304.61 Kelvin, ambient_temp  297.38 Kelvin, ambient_hum   46.21 percent, frontend  298.81 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:20:46:01  rack_temp  304.61 Kelvin, ambient_temp  297.45 Kelvin, ambient_hum   46.57 percent, frontend  298.81 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:20:51:02  rack_temp  304.61 Kelvin, ambient_temp  297.36 Kelvin, ambient_hum   47.19 percent, frontend  298.95 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:20:56:01  rack_temp  304.41 Kelvin, ambient_temp  297.48 Kelvin, ambient_hum   47.30 percent, frontend  298.85 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:21:01:01  rack_temp  304.41 Kelvin, ambient_temp  297.63 Kelvin, ambient_hum   47.31 percent, frontend  298.81 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:21:06:01  rack_temp  304.41 Kelvin, ambient_temp  297.71 Kelvin, ambient_hum   47.20 percent, frontend  298.85 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:21:11:01  rack_temp  304.41 Kelvin, ambient_temp  297.86 Kelvin, ambient_hum   47.14 percent, frontend  298.86 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:21:16:01  rack_temp  304.41 Kelvin, ambient_temp  297.69 Kelvin, ambient_hum   47.42 percent, frontend  298.83 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:21:21:01  rack_temp  304.41 Kelvin, ambient_temp  297.40 Kelvin, ambient_hum   48.17 percent, frontend  298.81 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:21:26:02  rack_temp  304.00 Kelvin, ambient_temp  297.07 Kelvin, ambient_hum   48.66 percent, frontend  298.85 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:21:31:01  rack_temp  304.20 Kelvin, ambient_temp  296.97 Kelvin, ambient_hum   49.52 percent, frontend  298.85 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:21:36:01  rack_temp  304.20 Kelvin, ambient_temp  296.67 Kelvin, ambient_hum   50.34 percent, frontend  298.86 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:21:41:01  rack_temp  304.20 Kelvin, ambient_temp  296.09 Kelvin, ambient_hum   51.73 percent, frontend  298.88 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:21:46:01  rack_temp  304.00 Kelvin, ambient_temp  296.09 Kelvin, ambient_hum   52.02 percent, frontend  298.81 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:21:51:01  rack_temp  304.00 Kelvin, ambient_temp  295.66 Kelvin, ambient_hum   52.18 percent, frontend  298.81 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:21:56:01  rack_temp  304.20 Kelvin, ambient_temp  295.75 Kelvin, ambient_hum   52.04 percent, frontend  298.85 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:22:01:01  rack_temp  304.00 Kelvin, ambient_temp  295.77 Kelvin, ambient_hum   52.47 percent, frontend  298.85 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:22:06:01  rack_temp  304.00 Kelvin, ambient_temp  295.52 Kelvin, ambient_hum   53.40 percent, frontend  298.83 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:22:11:01  rack_temp  303.80 Kelvin, ambient_temp  295.05 Kelvin, ambient_hum   53.81 percent, frontend  298.86 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:22:16:01  rack_temp  303.80 Kelvin, ambient_temp  295.32 Kelvin, ambient_hum   54.19 percent, frontend  298.92 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:22:21:01  rack_temp  303.59 Kelvin, ambient_temp  295.78 Kelvin, ambient_hum   54.39 percent, frontend  298.83 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:22:26:01  rack_temp  303.80 Kelvin, ambient_temp  295.94 Kelvin, ambient_hum   53.67 percent, frontend  298.85 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:22:31:01  rack_temp  303.59 Kelvin, ambient_temp  296.78 Kelvin, ambient_hum   50.86 percent, frontend  298.81 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:22:36:01  rack_temp  303.59 Kelvin, ambient_temp  297.30 Kelvin, ambient_hum   48.67 percent, frontend  298.79 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:22:41:01  rack_temp  303.59 Kelvin, ambient_temp  297.69 Kelvin, ambient_hum   47.67 percent, frontend  298.76 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:22:46:01  rack_temp  303.59 Kelvin, ambient_temp  297.91 Kelvin, ambient_hum   47.07 percent, frontend  298.81 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:22:51:01  rack_temp  303.59 Kelvin, ambient_temp  298.33 Kelvin, ambient_hum   44.84 percent, frontend  298.86 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:22:56:01  rack_temp  303.59 Kelvin, ambient_temp  298.69 Kelvin, ambient_hum   42.47 percent, frontend  298.83 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:23:01:01  rack_temp  303.80 Kelvin, ambient_temp  299.28 Kelvin, ambient_hum   41.06 percent, frontend  298.83 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:23:06:01  rack_temp  303.59 Kelvin, ambient_temp  299.48 Kelvin, ambient_hum   39.52 percent, frontend  298.79 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:23:11:01  rack_temp  304.00 Kelvin, ambient_temp  299.81 Kelvin, ambient_hum   38.67 percent, frontend  298.85 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:23:16:01  rack_temp  304.20 Kelvin, ambient_temp  300.41 Kelvin, ambient_hum   37.52 percent, frontend  298.86 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:23:21:01  rack_temp  304.20 Kelvin, ambient_temp  300.85 Kelvin, ambient_hum   36.36 percent, frontend  298.86 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:23:26:01  rack_temp  304.41 Kelvin, ambient_temp  301.32 Kelvin, ambient_hum   34.99 percent, frontend  298.83 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:23:31:01  rack_temp  304.61 Kelvin, ambient_temp  301.38 Kelvin, ambient_hum   34.60 percent, frontend  298.92 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:23:36:01  rack_temp  304.81 Kelvin, ambient_temp  301.94 Kelvin, ambient_hum   34.09 percent, frontend  298.90 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:23:41:01  rack_temp  305.02 Kelvin, ambient_temp  302.23 Kelvin, ambient_hum   33.11 percent, frontend  298.92 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:23:46:01  rack_temp  305.22 Kelvin, ambient_temp  302.78 Kelvin, ambient_hum   31.93 percent, frontend  298.92 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:23:51:01  rack_temp  305.42 Kelvin, ambient_temp  302.90 Kelvin, ambient_hum   31.55 percent, frontend  298.92 Kelvin, rcv3_lna  273.20 Kelvin
2020:108:23:56:01  rack_temp  305.63 Kelvin, ambient_temp  303.00 Kelvin, ambient_hum   31.49 percent, frontend  299.02 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:00:01:01  rack_temp  305.83 Kelvin, ambient_temp  303.88 Kelvin, ambient_hum   29.56 percent, frontend  299.06 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:00:06:01  rack_temp  306.03 Kelvin, ambient_temp  303.94 Kelvin, ambient_hum   29.42 percent, frontend  299.11 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:00:11:01  rack_temp  306.24 Kelvin, ambient_temp  304.08 Kelvin, ambient_hum   28.69 percent, frontend  299.07 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:00:16:01  rack_temp  306.44 Kelvin, ambient_temp  304.25 Kelvin, ambient_hum   28.67 percent, frontend  299.16 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:00:21:01  rack_temp  306.64 Kelvin, ambient_temp  304.32 Kelvin, ambient_hum   27.80 percent, frontend  299.14 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:00:26:01  rack_temp  307.05 Kelvin, ambient_temp  304.80 Kelvin, ambient_hum   26.75 percent, frontend  299.18 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:00:31:01  rack_temp  307.05 Kelvin, ambient_temp  305.24 Kelvin, ambient_hum   26.39 percent, frontend  299.18 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:00:36:01  rack_temp  307.25 Kelvin, ambient_temp  305.19 Kelvin, ambient_hum   25.59 percent, frontend  299.27 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:00:41:01  rack_temp  307.66 Kelvin, ambient_temp  305.96 Kelvin, ambient_hum   24.80 percent, frontend  299.29 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:00:46:01  rack_temp  307.86 Kelvin, ambient_temp  306.51 Kelvin, ambient_hum   22.95 percent, frontend  299.23 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:00:51:01  rack_temp  308.07 Kelvin, ambient_temp  306.71 Kelvin, ambient_hum   22.96 percent, frontend  299.29 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:00:56:01  rack_temp  308.27 Kelvin, ambient_temp  306.73 Kelvin, ambient_hum   22.28 percent, frontend  299.34 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:01:01:01  rack_temp  308.47 Kelvin, ambient_temp  306.44 Kelvin, ambient_hum   22.40 percent, frontend  299.36 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:01:06:01  rack_temp  308.67 Kelvin, ambient_temp  306.53 Kelvin, ambient_hum   23.46 percent, frontend  299.43 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:01:11:01  rack_temp  308.88 Kelvin, ambient_temp  306.21 Kelvin, ambient_hum   22.79 percent, frontend  299.44 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:01:16:01  rack_temp  309.28 Kelvin, ambient_temp  307.60 Kelvin, ambient_hum   20.83 percent, frontend  299.44 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:01:21:01  rack_temp  309.49 Kelvin, ambient_temp  307.46 Kelvin, ambient_hum   21.87 percent, frontend  299.44 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:01:26:01  rack_temp  309.69 Kelvin, ambient_temp  307.91 Kelvin, ambient_hum   20.51 percent, frontend  299.52 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:01:31:01  rack_temp  309.69 Kelvin, ambient_temp  308.69 Kelvin, ambient_hum   20.45 percent, frontend  299.55 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:01:36:01  rack_temp  309.89 Kelvin, ambient_temp  308.25 Kelvin, ambient_hum   20.40 percent, frontend  299.57 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:01:41:01  rack_temp  310.30 Kelvin, ambient_temp  308.51 Kelvin, ambient_hum   18.91 percent, frontend  299.62 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:01:46:01  rack_temp  310.30 Kelvin, ambient_temp  308.98 Kelvin, ambient_hum   18.37 percent, frontend  299.66 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:01:51:01  rack_temp  310.50 Kelvin, ambient_temp  309.61 Kelvin, ambient_hum   16.55 percent, frontend  299.69 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:01:56:01  rack_temp  310.71 Kelvin, ambient_temp  309.90 Kelvin, ambient_hum   17.65 percent, frontend  299.66 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:02:01:01  rack_temp  310.71 Kelvin, ambient_temp  310.05 Kelvin, ambient_hum   17.59 percent, frontend  299.73 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:02:06:01  rack_temp  311.11 Kelvin, ambient_temp  310.31 Kelvin, ambient_hum   15.25 percent, frontend  299.73 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:02:11:01  rack_temp  311.11 Kelvin, ambient_temp  310.02 Kelvin, ambient_hum   16.84 percent, frontend  299.78 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:02:16:01  rack_temp  311.32 Kelvin, ambient_temp  310.49 Kelvin, ambient_hum   15.59 percent, frontend  299.78 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:02:21:01  rack_temp  311.52 Kelvin, ambient_temp  311.57 Kelvin, ambient_hum   12.40 percent, frontend  299.80 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:02:26:01  rack_temp  311.72 Kelvin, ambient_temp  310.47 Kelvin, ambient_hum   14.29 percent, frontend  299.84 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:02:31:01  rack_temp  311.72 Kelvin, ambient_temp  311.49 Kelvin, ambient_hum   12.52 percent, frontend  299.85 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:02:36:01  rack_temp  312.13 Kelvin, ambient_temp  310.08 Kelvin, ambient_hum   14.60 percent, frontend  299.93 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:02:41:01  rack_temp  312.33 Kelvin, ambient_temp  311.11 Kelvin, ambient_hum   12.51 percent, frontend  299.80 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:02:46:01  rack_temp  312.33 Kelvin, ambient_temp  312.34 Kelvin, ambient_hum   12.73 percent, frontend  299.87 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:02:51:01  rack_temp  312.54 Kelvin, ambient_temp  313.03 Kelvin, ambient_hum   10.47 percent, frontend  299.84 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:02:56:01  rack_temp  312.74 Kelvin, ambient_temp  313.20 Kelvin, ambient_hum   10.79 percent, frontend  299.89 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:03:01:02  rack_temp  312.94 Kelvin, ambient_temp  312.06 Kelvin, ambient_hum    9.89 percent, frontend  299.89 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:03:06:01  rack_temp  312.94 Kelvin, ambient_temp  312.34 Kelvin, ambient_hum   11.34 percent, frontend  299.94 Kelvin, rcv3_lna  273.20 Kelvin
2020:109:03:11:01  rack_temp  313.15 Kelvin, ambient_temp  313.58 Kelvin, ambient_hum    9.57 percent, frontend  299.93 Kelvin, rcv3_lna  273.20 Kelvin
